1,Water_Guaran_0025_percent,Viscometry shear rate table,581.9,60,25.17,0.02201,0.9998,0.02201,-0.03182,NaN,1,-9.00E-08,0.1066,3.065,0.6901,K015
2,Water_Guaran_0025_percent,Viscometry shear rate table,641.9,120,25.16,9.46E-03,1.585,5.97E-03,-0.0316,NaN,1,-3.87E-08,0.1691,0.8332,4.48,K015
3,Water_Guaran_0025_percent,Viscometry shear rate table,701.9,180,25.15,0.01391,2.512,5.54E-03,-0.03267,NaN,1,-5.69E-08,0.2679,3.825,1.594,K015
4,Water_Guaran_0025_percent,Viscometry shear rate table,761.9,240,25.14,8.70E-03,3.981,2.19E-03,-0.03333,NaN,1,-3.56E-08,0.4246,2.406,1.765,K015
5,Water_Guaran_0025_percent,Viscometry shear rate table,821.9,300,25.14,2.53E-03,6.31,4.00E-04,-0.0333,NaN,1,-1.03E-08,0.673,4.983,4.162,K015
6,Water_Guaran_0025_percent,Viscometry shear rate table,881.9,360,25.14,6.35E-03,10,6.35E-04,-0.03405,NaN,1,2.60E-08,1.067,2.067,4.878,K015
7,Water_Guaran_0025_percent,Viscometry shear rate table,941.9,420,25.14,0.02644,15.85,1.67E-03,-0.03454,NaN,1,1.08E-07,1.691,1.18,5.064,K015
8,Water_Guaran_0025_percent,Viscometry shear rate table,1.00E+03,480,25.13,0.08209,25.12,3.27E-03,-0.03518,NaN,1,3.36E-07,2.68,0.9945,1.337,K015
9,Water_Guaran_0025_percent,Viscometry shear rate table,1.06E+03,540,25.13,0.1841,39.81,4.63E-03,-0.03493,NaN,1,7.53E-07,4.247,0.9257,3.043,K015
10,Water_Guaran_0025_percent,Viscometry shear rate table,1.12E+03,600,25.13,0.3613,63.1,5.73E-03,-0.03559,NaN,1,1.48E-06,6.731,0.9565,1.883,K015
11,Water_Guaran_0025_percent,Viscometry shear rate table,1.18E+03,660,25.13,0.6701,100,6.70E-03,-0.03644,NaN,1,2.74E-06,10.67,0.9834,2.762,K015
