1,Water_Guaran_1_percent,Viscometry shear rate table,563,60,25.24,1.721,0.9996,1.722,1.28E-03,NaN,1,7.04E-06,0.1066,0.9839,0.6953,K015
2,Water_Guaran_1_percent,Viscometry shear rate table,619,116,25.22,2.455,1.585,1.549,2.71E-03,NaN,1,1.00E-05,0.1691,0.9979,3.808,
3,Water_Guaran_1_percent,Viscometry shear rate table,679,176,25.21,3.34,2.511,1.33,6.47E-04,NaN,1,1.37E-05,0.2679,0.9949,0.9212,K015
4,Water_Guaran_1_percent,Viscometry shear rate table,739.1,236,25.2,4.464,3.981,1.121,5.88E-04,NaN,1,1.83E-05,0.4246,0.9954,1.092,K015
5,Water_Guaran_1_percent,Viscometry shear rate table,768.9,265.8,25.19,5.681,6.31,0.9004,2.19E-03,NaN,1,2.32E-05,0.673,0.9966,2.02,
6,Water_Guaran_1_percent,Viscometry shear rate table,791,287.9,25.19,7.141,10,0.714,3.45E-03,NaN,1,2.92E-05,1.067,0.9939,0.01004,
7,Water_Guaran_1_percent,Viscometry shear rate table,813.4,310.3,25.19,8.765,15.85,0.553,3.73E-03,NaN,1,3.59E-05,1.691,1,5.749,
8,Water_Guaran_1_percent,Viscometry shear rate table,835.9,332.8,25.18,10.59,25.12,0.4215,4.60E-03,NaN,1,4.33E-05,2.68,0.9975,2.06,
9,Water_Guaran_1_percent,Viscometry shear rate table,858.3,355.3,25.18,12.62,39.81,0.3169,7.36E-03,NaN,1,5.16E-05,4.247,0.9985,1.154,
10,Water_Guaran_1_percent,Viscometry shear rate table,880.8,377.8,25.18,14.87,63.1,0.2356,9.75E-03,NaN,1,6.08E-05,6.731,0.9959,5.208,
11,Water_Guaran_1_percent,Viscometry shear rate table,904.9,401.9,25.17,17.59,100,0.1759,0.01104,NaN,1,7.20E-05,10.67,0.9967,0.1894,
